,Compounds,Smiles
100,ProtacDB 2018 880.169,CCCNNC(=O)C1=CC=C(C2=CC=C(NC(=O)CCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)C3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C=C2)C=C1
101,ProtacDB 1843 738.751,O=C(CCCCCCNC(=O)C1=CC=C(NC(=O)COCCOCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1)NO
102,ProtacDB 2015 796.007,CCCNNC(=O)C1=CC=C(C2=CC=C(NC(=O)CCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)C3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C=C2)C=C1
103,ProtacDB 727 654.68,NC1=CC=CC=C1NC(=O)C1=CC=C(NC(=O)CCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1
104,ProtacDB 2013 714.776,CCCNNC(=O)C1=CC=C(C2=CC=C(NC(=O)COCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)C=C1
105,ProtacDB 1865 657.659,NC1=CC(F)=CC=C1NC(=O)C1=CC=C(NC(=O)CCCCNC(=O)CNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1
106,ProtacDB 728 738.842,NC1=CC=CC=C1NC(=O)C1=CC=C(NC(=O)CCCCCCCCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1
107,ProtacDB 730 852.115,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCC(=O)NC3=CC=C(C(=O)NC4=CC=CC=C4N)C=C3)C(C)(C)C)C=C2)SC=N1
108,ProtacDB 2014 758.829,CCCNNC(=O)C1=CC=C(C2=CC=C(NC(=O)COCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)C=C1
109,ProtacDB 2016 824.061,CCCNNC(=O)C1=CC=C(C2=CC=C(NC(=O)CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)C3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C=C2)C=C1
110,ProtacDB 978 889.022,CC(C)(C)S(=O)(=O)C1=CC2=C(NC3=CC=C4SC=NC4=C3)C=CN=C2C=C1OCCOCCOCCOCCOCC(=O)NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
111,ProtacDB 979 1093.326,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=C(F)C=C2)=CS1)C1CCN(C(=O)C2=CN=C(N3CCN(CCOC4=CC5=NC=NC(NC6=N[NH]C(C)=C6C)=C5C=C4S(=O)(=O)C(C)(C)C)CC3)N=C2)CC1
112,ProtacDB 980 1045.232,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)C2=CN=C(N3CCN(CCCOC4=CC5=NC=NC(NC6=N[NH]C(C)=C6C)=C5C=C4S(=O)(=O)C(C)(C)C)CC3)C=N2)C[C@H]1C(=O)NC1=C(F)C=CC=C1F)C(C)(C)C
113,ProtacDB 977 1092.395,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC2=CC(OCCOCCOCCOCCOC3=CC4=NC=CC(NC5=CC=C6SC=NC6=C5)=C4C=C3S(=O)(=O)C(C)(C)C)=CC=C2C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C21)C(C)(C)C
114,ProtacDB 334 1060.331,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOC3=CC4=NC=CC(NC5=CC=C6SC=NC6=C5)=C4C=C3S(=O)(=O)C(C)(C)C)C(C)(C)C)C=C2)SC=N1
115,ProtacDB 2151 1265.482,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=CC(OCCCCCN3C=C(CN4CCN(C5=CC=C(NC6=NC=C7CN(C8=CC(NC(=O)C9=CC=CC(C(F)(F)F)=C9)=CC=C8C)C(=O)N(C)C7=N6)C=N5)CC4)N=N3)=C2)=CS1)C1CCCCC1
116,ProtacDB 713 1090.719,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCNC(=O)C4=CC=C(CN(CC5CCNCC5)S(=O)(=O)C5=CC=C(S(=O)(=O)N(CC6=CC=C(Cl)C=C6)C6CCCC6)C=C5)C=C4)=C3C2=O)C(=O)N1
117,ProtacDB 1595 680.766,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1
118,ProtacDB 1594 666.739,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1
119,ProtacDB 1596 694.793,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1
120,ProtacDB 714 1134.772,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCOCCNC(=O)C4=CC=C(CN(CC5CCNCC5)S(=O)(=O)C5=CC=C(S(=O)(=O)N(CC6=CC=C(Cl)C=C6)C6CCCC6)C=C5)C=C4)=C3C2=O)C(=O)N1
121,ProtacDB 715 1306.081,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCNC(=O)C3=CC=C(CN(CC4CCNCC4)S(=O)(=O)C4=CC=C(S(=O)(=O)N(CC5=CC=C(Cl)C=C5)C5CCCC5)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
122,ProtacDB 712 1046.666,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCNC(=O)C4=CC=C(CN(CC5CCNCC5)S(=O)(=O)C5=CC=C(S(=O)(=O)N(CC6=CC=C(Cl)C=C6)C6CCCC6)C=C5)C=C4)=C3C2=O)C(=O)N1
123,ProtacDB 1593 652.712,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1
124,ProtacDB 1599 726.791,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1
125,ProtacDB 1597 708.82,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1
126,ProtacDB 1598 722.847,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1
127,ProtacDB 1600 798.898,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCOCCOCCOCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1
128,ProtacDB 1601 722.847,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCCCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)N=C(C)C3=C2C)C=C1
129,ProtacDB 2197 1057.168,NC1=NC=C(C2=CC=C(S(=O)(=O)N(CCCNC(=O)CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3CC3)C=C2F)C=C1C1=CC=C2C(=O)NCCC2=C1
130,ProtacDB 2193 962.987,CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(CCOCCOCCNC(=O)CNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C2C=CC=NN12
131,ProtacDB 770 1273.647,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)CCCCCCCCCN2CCN(CCCOC3=CC=C(C4=CN=C5C=CC=C(C6=CC(F)=C(CN7CCS(=O)(=O)CC7)C(F)=C6)C5=N4)C=C3OC)CC2)C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C21)C1CCCCC1
132,ProtacDB 2175 1003.309,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCN3CCN(C4=CC=CC(NC5=NN6C=CC=C(C7=CC=C(S(C)(=O)=O)C=C7)C6=N5)=C4)CC3)C(C)(C)C)C=C2)SC=N1
133,ProtacDB 755 972.627,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)CCCCCCCCCN2C=C(NC3=NC=C(Cl)C(NCC4=CC(F)=CC=C4F)=N3)C=N2)C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C21)C1CCCCC1
134,ProtacDB 765 1013.566,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOC3=CC(F)=CC(CNC4=NC(NC5=CN(C)N=C5)=NC=C4Cl)=C3F)C(C)(C)C)C=C2)SC=N1
135,ProtacDB 777 1372.666,COC1=CC(C2=CN=C3C=CC=C(C4=CC(F)=C(CN5CCS(=O)(=O)CC5)C(F)=C4)C3=N2)=CC=C1OCCCN1CCN(CCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)CC1
136,ProtacDB 761 1002.653,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)CCCCCCCCCOC2=CC(F)=CC(CNC3=NC(NC4=CN(C)N=C4)=NC=C3Cl)=C2F)C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C21)C1CCCCC1
137,ProtacDB 762 949.57,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCOC3=CC(F)=CC(CNC4=NC(NC5=CN(C)N=C5)=NC=C4Cl)=C3F)C(C)(C)C)C=C2)SC=N1
138,ProtacDB 764 1066.649,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)COCCOCCOCCOCCOC2=CC(F)=CC(CNC3=NC(NC4=CN(C)N=C4)=NC=C3Cl)=C2F)C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C21)C1CCCCC1
139,ProtacDB 757 748.235,O=C1CCC(N2CC3=C(NC(=O)CCCCCCCCCN4C=C(NC5=NC=C(Cl)C(NCC6=CC(F)=CC=C6F)=N5)C=N4)C=CC=C3C2=O)C(=O)N1
140,ProtacDB 758 1036.623,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)COCCOCCOCCOCCN2C=C(NC3=NC=C(Cl)C(NCC4=CC(F)=CC=C4F)=N3)C=N2)C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C21)C1CCCCC1
141,ProtacDB 766 842.257,CN1C=C(NC2=NC=C(Cl)C(NCC3=CC(F)=CC(OCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)=C3F)=N2)C=N1
142,ProtacDB 773 1337.643,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)COCCOCCOCCOCCN2CCN(CCCOC3=CC=C(C4=CN=C5C=CC=C(C6=CC(F)=C(CN7CCS(=O)(=O)CC7)C(F)=C6)C5=N4)C=C3OC)CC2)C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C21)C1CCCCC1
143,ProtacDB 775 1113.251,COC1=CC(C2=CN=C3C=CC=C(C4=CC(F)=C(CN5CCS(=O)(=O)CC5)C(F)=C4)C3=N2)=CC=C1OCCCN1CCN(CCOCCOCCOCCOCC(=O)NC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1
144,ProtacDB 763 778.261,CN1C=C(NC2=NC=C(Cl)C(NCC3=CC(F)=CC(OCCCCCCCCCC(=O)NC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)=C3F)=N2)C=N1
145,ProtacDB 771 1220.564,COC1=CC(C2=CN=C3C=CC=C(C4=CC(F)=C(CN5CCS(=O)(=O)CC5)C(F)=C4)C3=N2)=CC=C1OCCCN1CCN(CCCCCCCCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)CC1
146,ProtacDB 774 1284.56,COC1=CC(C2=CN=C3C=CC=C(C4=CC(F)=C(CN5CCS(=O)(=O)CC5)C(F)=C4)C3=N2)=CC=C1OCCCN1CCN(CCOCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)CC1
147,ProtacDB 772 1049.255,COC1=CC(C2=CN=C3C=CC=C(C4=CC(F)=C(CN5CCS(=O)(=O)CC5)C(F)=C4)C3=N2)=CC=C1OCCCN1CCN(CCCCCCCCCC(=O)NC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1
148,ProtacDB 767 1154.755,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOC2=CC(F)=CC(CNC3=NC(NC4=CN(C)N=C4)=NC=C3Cl)=C2F)C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C21)C1CCCCC1
149,ProtacDB 776 1425.749,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCN2CCN(CCCOC3=CC=C(C4=CN=C5C=CC=C(C6=CC(F)=C(CN7CCS(=O)(=O)CC7)C(F)=C6)C5=N4)C=C3OC)CC2)C[C@H]1C(=O)N[C@@H]1CCCC2=CC=CC=C21)C1CCCCC1
150,ProtacDB 759 983.54,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCN3C=C(NC4=NC=C(Cl)C(NCC5=CC(F)=CC=C5F)=N4)C=N3)C(C)(C)C)C=C2)SC=N1
151,ProtacDB 769 930.363,CN1C=C(NC2=NC=C(Cl)C(NCC3=CC(F)=CC(OCCOCCOCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)=C3F)=N2)C=N1
152,ProtacDB 756 919.544,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCN3C=C(NC4=NC=C(Cl)C(NCC5=CC(F)=CC=C5F)=N4)C=N3)C(C)(C)C)C=C2)SC=N1
153,ProtacDB 778 1201.357,COC1=CC(C2=CN=C3C=CC=C(C4=CC(F)=C(CN5CCS(=O)(=O)CC5)C(F)=C4)C3=N2)=CC=C1OCCCN1CCN(CCOCCOCCOCCOCCOCCOCC(=O)NC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)CC1
154,ProtacDB 768 1101.672,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOC3=CC(F)=CC(CNC4=NC(NC5=CN(C)N=C5)=NC=C4Cl)=C3F)C(C)(C)C)C=C2)SC=N1
155,ProtacDB 760 812.231,O=C1CCC(N2CC3=C(NC(=O)COCCOCCOCCOCCN4C=C(NC5=NC=C(Cl)C(NCC6=CC(F)=CC=C6F)=N5)C=N4)C=CC=C3C2=O)C(=O)N1
156,ProtacDB 1827 1034.137,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCOCCOCCC(=O)N4CCN(C(=O)C5CCN(C6=CC=C(NC(=O)C7=CN=C(OC8=CC=CC=C8)N=C7)C=C6)CC5)CC4)=C3C2=O)C(=O)N1
157,ProtacDB 1828 1113.352,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=CC(OCCOCCOCC(=O)N3CCN(C(=O)C4CCN(C5=CC=C(NC(=O)C6=CN=C(OC7=CC=CC=C7)N=C6)C=C5)CC4)CC3)=C2)=CS1)C1CCCCC1
158,ProtacDB 345 700.177,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCOC1=CC=CC3=C1C(=O)N(C1CCC(=O)NC1=O)C3=O)N=C2C1=CC=C(Cl)C=C1
159,ProtacDB 131 855.957,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2
160,ProtacDB 133 827.903,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2
161,ProtacDB 310 972.704,CC(=O)N[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)SCCCCCCNC(=O)C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C2=C(SC(C)=C2C)N2C(C)=NN=C12
162,ProtacDB 165 699.837,CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCCC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12
163,ProtacDB 339 841.391,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCCCCCCCNC(=O)COC1=CC=CC3=C1C(=O)N(C1CCC(=O)NC1=O)C3=O)N=C2C1=CC=C(Cl)C=C1
164,ProtacDB 328 986.662,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCNC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1
165,ProtacDB 1217 1059.075,CCS(=O)(=O)NC1=CC=C(OC2=CC=C(F)C=C2F)C(C2=CN(C)C(=O)C3=C2C=C(C(=O)NCC2=CN(CCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)N=N2)[NH]3)=C1
166,ProtacDB 233 879.4,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NC1=CC=C(OCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)N=N4)C=C1)N=C2C1=CC=C(Cl)C=C1
167,ProtacDB 1592 1025.625,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=C(C5=CC=C(C(=O)NCCCNC(=O)C[C@@H]6N=C(C7=CC=C(Cl)C=C7)C7=C(SC(C)=C7C)N7C(C)=NN=C67)C=C5)OC=C4)C[C@H]3O[C@@H]2[C@@H]2OC(=O)[C@]3(C)C=CC(=O)[C@@]1(C)[C@@H]23
168,ProtacDB 1526 923.412,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCC1=CC=C(/N=N/C3=CC=C(NC(=O)COC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)C=C1)N=C2C1=CC=C(Cl)C=C1
169,ProtacDB 337 1149.838,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)COCCOCCOCCNC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1
170,ProtacDB 1796 1175.47,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCC3=CC(N)=CC(CCOCCOCC#CC4=CC=C(C5=N[C@@H](CC(=O)NCCS(=O)(=O)O)C6=NN=C(C)N6C6=C5C(C)=C(C)S6)C=C4)=C3)C(C)(C)C)C=C2)SC=N1
171,ProtacDB 1653 1080.746,CC(=O)N1C2=CC=C(C3=CC=C(C(=O)NCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)C=C3)C=C2[C@H](NC2=CC=C(Cl)C=C2)C[C@@H]1C
172,ProtacDB 335 1002.661,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1
173,ProtacDB 1518 935.464,COC1=CC(/N=N/C2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=CC(OC)=C1OCC(=O)NCCCCNC(=O)C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C2=C(SC(C)=C2C)N2C(C)=NN=C12
174,ProtacDB 785 674.758,CC1=NOC(C)=C1C1=CC=C2C(=C1)C(C1=CC=CC=C1)N(CCCCC(=O)NC1=CC=CC3=C1CN(C1CCC(=O)NC1=O)C3=O)C(=O)N2C
175,ProtacDB 1786 1195.47,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCNC(=O)C3=CC4=C(C=C3CS(C)(=O)=O)C3=CN(C)C(=O)C5=C3C(=C[NH]5)CN4C3=NC=C(F)C=C3F)C(C)(C)C)C(OC3CCNCC3)=C2)SC=N1
176,ProtacDB 129 870.928,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCNC(=O)CNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2
177,ProtacDB 1216 1015.022,CCS(=O)(=O)NC1=CC=C(OC2=CC=C(F)C=C2F)C(C2=CN(C)C(=O)C3=C2C=C(C(=O)NCC2=CN(CCOCCOCCOCC(=O)NC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)N=N2)[NH]3)=C1
178,ProtacDB 231 783.359,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCCCCCCCNC1=CC=CC3=C1C(=O)N(C1CCC(=O)NC1=O)N=N3)N=C2C1=CC=C(Cl)C=C1
179,ProtacDB 1520 963.518,COC1=CC(/N=N/C2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=CC(OC)=C1OCC(=O)NCCCCCCNC(=O)C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C2=C(SC(C)=C2C)N2C(C)=NN=C12
180,ProtacDB 130 856.941,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2
181,ProtacDB 143 784.878,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2
182,ProtacDB 329 923.449,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NC1=CC=C(OCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C1)N=C2C1=CC=C(Cl)C=C1
183,ProtacDB 1651 992.64,CC(=O)N1C2=CC=C(C3=CC=C(C(=O)NCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)C=C3)C=C2[C@H](NC2=CC=C(Cl)C=C2)C[C@@H]1C
184,ProtacDB 779 703.756,CC1=NOC(C)=C1C1=CC=C2C(=C1)C(C1=CC=CC=C1)N(CC(=O)NCCC(=O)NC1=CC=CC3=C1CN(C1CCC(=O)NC1=O)C3=O)C(=O)N2C
185,ProtacDB 161 714.808,CC1=NN=C2COCC3=C(SC(C#CC4=CN(CCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12
186,ProtacDB 157 643.685,CC1=NN=C2COCC3=C(SC(C#CC4=CN(C5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=C4)=C3CC3=CC=CC=C3)N12
187,ProtacDB 150 957.467,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCN1C=C(COCCOCCOCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N1)N=C2C1=CC=C(Cl)C=C1
188,ProtacDB 1521 847.358,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCNC(=O)COC1=CC=C(/N=N/C3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C1)N=C2C1=CC=C(Cl)C=C1
189,ProtacDB 142 798.905,CCN1N=C(C2CC2)C=C1NC1=NC(C(=O)NCCCCCC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NC2=C1C1=CC(OC)=C(C3=C(C)ON=C3C)C=C1[NH]2
190,ProtacDB 1522 875.412,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCCCNC(=O)COC1=CC=C(/N=N/C3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C1)N=C2C1=CC=C(Cl)C=C1
191,ProtacDB 1050 1100.806,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=CC(OCCOCCOCCOCCOCCNC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)=C2)=CS1)C1CCCCC1
192,ProtacDB 194 727.291,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCCCCNC1=CC=CC3=C1CN(C1CCC(=O)NC1=O)C3=O)N=C2C1=CC=C(Cl)C=C1
193,ProtacDB 312 960.649,CC(=O)N[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)SCCOCCNC(=O)C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C2=C(SC(C)=C2C)N2C(C)=NN=C12
194,ProtacDB 794 859.897,CC1=NOC(C)=C1C1=CC=C2C(=C1)C(C1=CC=CC=C1)N(CC1=CN(CCOCCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N1)C(=O)N2C
